,tweet_id,timestamp,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,rating_numerator,name,characteristic,retweet_count,favorite_count,jpg_url,img_num,prediction_1,confidence_1,is_dog_1,prediction_2,confidence_2,is_dog_2,prediction_3,confidence_3,is_dog_3
10,824796380199809024,2017-01-27 01:49:15 +0000,RT @dog_rates: This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,7.950767302853919e+17,4196983835,2016-11-06 01:33:58 +0000,11,Bailey,,29,741,https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg,2,gas pump,0.676439,False,harvester,0.049995300000000006,False,swing,0.0446596,False
11,823269594223824897,2017-01-22 20:42:21 +0000,RT @dog_rates: We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,8.222448165201551e+17,4196983835,2017-01-20 00:50:15 +0000,11,None,,2562,12112,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,1,Samoyed,0.585441,True,Pomeranian,0.193654,True,Arctic fox,0.0716476,False
12,822647212903690241,2017-01-21 03:29:14 +0000,RT @dog_rates: This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,8.224890570873897e+17,4196983835,2017-01-20 17:00:46 +0000,13,Paisley,,6130,0,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,1,Samoyed,0.416769,True,malamute,0.252706,True,kuvasz,0.157028,True
13,821813639212650496,2017-01-18 20:16:54 +0000,RT @dog_rates: Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,7.806013036177326e+17,4196983835,2016-09-27 02:53:48 +0000,12,Hercules,,10867,33679,https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg,1,Saint Bernard,0.995143,True,Cardigan,0.00304359,True,English springer,0.00104955,True
14,820446719150292993,2017-01-15 01:45:15 +0000,RT @dog_rates: This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,8.001414224018309e+17,4196983835,2016-11-20 00:59:15 +0000,13,Peaches,,7334,24668,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,3,golden retriever,0.938048,True,kuvasz,0.0251195,True,Labrador retriever,0.0229773,True
15,819015337530290176,2017-01-11 02:57:27 +0000,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,8.190048031079834e+17,4196983835,2017-01-11 02:15:36 +0000,14,Bo,doggo,2511,11788,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard poodle,0.351308,True,toy poodle,0.271929,True,Tibetan terrier,0.0947592,True
16,819015331746349057,2017-01-11 02:57:26 +0000,RT @dog_rates: This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,8.19006400881918e+17,4196983835,2017-01-11 02:21:57 +0000,14,Sunny,doggo,2852,13141,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4,prison,0.907083,False,palace,0.0200891,False,umbrella,0.00784954,False
17,818588835076603904,2017-01-09 22:42:41 +0000,RT @dog_rates: This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,7.735475969965711e+17,4196983835,2016-09-07 15:44:53 +0000,11,Chelsea,pupper,16434,36631,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,1,Norwegian elkhound,0.372202,True,Chesapeake Bay retriever,0.13718699999999998,True,malamute,0.07143619999999999,True
18,817181837579653120,2017-01-06 01:31:47 +0000,RT @dog_rates: Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,8.159660734094336e+17,4196983835,2017-01-02 17:00:46 +0000,13,None,pupper,1144,0,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1,Tibetan mastiff,0.506312,True,Tibetan terrier,0.29569,True,otterhound,0.0362507,True
19,816829038950027264,2017-01-05 02:09:53 +0000,RT @dog_rates: This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,7.90946055508652e+17,4196983835,2016-10-25 16:00:09 +0000,12,Betty,puppo,4551,0,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,1,dishwasher,0.700466,False,golden retriever,0.245773,True,chow,0.0390117,True
20,816014286006976512,2017-01-02 20:12:21 +0000,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r,7.320056171713372e+17,4196983835,2016-05-16 00:31:53 +0000,11,Larry,,2038,9288,https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg,1,English setter,0.677408,True,Border collie,0.052724,True,cocker spaniel,0.0485719,True
21,813944609378369540,2016-12-28 03:08:11 +0000,RT @dog_rates: This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,7.902771173469757e+17,4196983835,2016-10-23 19:42:02 +0000,11,Bruce,,488,4790,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,1,Labrador retriever,0.427742,True,Great Dane,0.190503,True,curly-coated retriever,0.146427,True
22,809808892968534016,2016-12-16 17:14:20 +0000,RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,7.93962221541933e+17,4196983835,2016-11-02 23:45:19 +0000,12,Maximus,,3901,13513,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,1,Labrador retriever,0.8616510000000001,True,golden retriever,0.0444618,True,Staffordshire bullterrier,0.016496700000000003,True
23,808134635716833280,2016-12-12 02:21:26 +0000,RT @dog_rates: This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,8.01167903437357e+17,4196983835,2016-11-22 20:58:07 +0000,13,Milo,,2613,10982,https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,1,cocker spaniel,0.74022,True,Dandie Dinmont,0.061604499999999986,True,English setter,0.0413314,True
24,807059379405148160,2016-12-09 03:08:45 +0000,RT @dog_rates: This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,7.829691400091075e+17,4196983835,2016-10-03 15:42:44 +0000,12,Cali,,2019,7080,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,1,seat belt,0.474292,False,golden retriever,0.17139300000000002,True,Labrador retriever,0.110592,True
25,806242860592926720,2016-12-06 21:04:11 +0000,RT @dog_rates: This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,7.833346399853896e+17,4196983835,2016-10-04 15:55:06 +0000,12,Dave,,2220,6607,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,2,Cardigan,0.593858,True,Shetland sheepdog,0.13061099999999998,True,Pembroke,0.100842,True
26,805958939288408065,2016-12-06 02:15:59 +0000,"RT @dog_rates: This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",7.827225987907256e+17,4196983835,2016-10-02 23:23:04 +0000,10,Penny,,17905,47985,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,1,Irish setter,0.574557,True,golden retriever,0.339251,True,seat belt,0.0461082,False
27,804413760345620481,2016-12-01 19:56:00 +0000,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,7.848260202937098e+17,4196983835,2016-10-08 18:41:19 +0000,13,Rusty,,1626,7655,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,1,chow,0.0903414,True,binoculars,0.08349880000000001,False,Irish setter,0.0774556,True
28,803692223237865472,2016-11-29 20:08:52 +0000,RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,6.914168664520827e+17,4196983835,2016-01-25 00:26:41 +0000,13,None,,1507,7106,https://pbs.twimg.com/media/CZhn-QAWwAASQan.jpg,1,Lakeland terrier,0.530104,True,Irish terrier,0.197314,True,Airedale,0.08251460000000001,True
29,802624713319034886,2016-11-26 21:26:58 +0000,"RT @dog_rates: ""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",7.776842335402066e+17,4196983835,2016-09-19 01:42:24 +0000,12,None,,919,6520,https://pbs.twimg.com/media/CsrjryzWgAAZY00.jpg,1,cocker spaniel,0.253442,True,golden retriever,0.16285,True,otterhound,0.110921,True
30,802247111496568832,2016-11-25 20:26:31 +0000,RT @dog_rates: Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,7.790560957887529e+17,4196983835,2016-09-22 20:33:42 +0000,13,None,,1801,0,https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,1,Chihuahua,0.721188,True,toy terrier,0.112943,True,kelpie,0.0533645,True
31,800443802682937345,2016-11-20 21:00:48 +0000,RT @dog_rates: This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,7.761133056561889e+17,4196983835,2016-09-14 17:40:06 +0000,11,Sampson,pupper,4951,14176,https://pbs.twimg.com/media/CsVO7ljW8AAckRD.jpg,1,mousetrap,0.777468,False,black widow,0.0939402,False,paddlewheel,0.0174919,False
32,799774291445383169,2016-11-19 00:40:24 +0000,RT @dog_rates: This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,7.750851326004429e+17,4196983835,2016-09-11 21:34:30 +0000,13,Tucker,,5482,0,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,1,chow,0.316565,True,golden retriever,0.241929,True,Pomeranian,0.157524,True
33,798697898615730177,2016-11-16 01:23:12 +0000,RT @dog_rates: This is Stubert. He just arrived. 10/10 https://t.co/HVGs5aAKAn,7.128090259859784e+17,4196983835,2016-03-24 01:11:29 +0000,10,Stubert,,2830,11178,https://pbs.twimg.com/media/CeRoBaxWEAABi0X.jpg,1,Labrador retriever,0.8686709999999999,True,carton,0.0950952,False,pug,0.00765137,True
34,798694562394996736,2016-11-16 01:09:57 +0000,"RT @dog_rates: I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL",7.012147008817562e+17,4196983835,2016-02-21 01:19:47 +0000,12,None,,3471,12544,https://pbs.twimg.com/media/Cbs3DOAXIAAp3Bd.jpg,1,Chihuahua,0.615163,True,Pembroke,0.15950899999999998,True,basenji,0.08446569999999999,True
35,798673117451325440,2016-11-15 23:44:44 +0000,"RT @dog_rates: I shall call him squishy and he shall be mine, and he shall be my squishy. 13/10 https://t.co/WId5lxNdPH",6.755010759574897e+17,4196983835,2015-12-12 02:23:01 +0000,13,None,,29,248,https://pbs.twimg.com/media/CV_cnjHWUAADc-c.jpg,1,dough,0.806757,False,bakery,0.0279066,False,French loaf,0.0181889,False
36,798665375516884993,2016-11-15 23:13:58 +0000,RT @dog_rates: This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,6.718968093007094e+17,4196983835,2015-12-02 03:40:57 +0000,10,Lola,,9825,0,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,1,chow,0.243529,True,hamster,0.22715,False,Pomeranian,0.0560567,True
37,798644042770751489,2016-11-15 21:49:12 +0000,RT @dog_rates: This is Paull. He just stubbed his toe. 10/10 deep breaths Paull https://t.co/J5Mqn8VeYq,6.704449556561306e+17,4196983835,2015-11-28 03:31:48 +0000,10,Paull,,2103,8268,https://pbs.twimg.com/media/CU3mITUWIAAfyQS.jpg,1,English springer,0.403698,True,Brittany spaniel,0.347609,True,Welsh springer spaniel,0.137186,True
38,798628517273620480,2016-11-15 20:47:30 +0000,RT @dog_rates: This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,6.67509364010451e+17,4196983835,2015-11-20 01:06:48 +0000,12,None,,3377,12788,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,beagle,0.636169,True,Labrador retriever,0.119256,True,golden retriever,0.08254919999999999,True
39,798340744599797760,2016-11-15 01:44:00 +0000,RT @dog_rates: This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,7.717704565170094e+17,4196983835,2016-09-02 18:03:10 +0000,11,Davey,,4603,11851,https://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg,1,papillon,0.53318,True,collie,0.192031,True,Border collie,0.121626,True
40,796177847564038144,2016-11-09 02:29:25 +0000,RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,7.961497490868756e+17,4196983835,2016-11-09 00:37:46 +0000,11,Ruby,,11362,0,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,1,golden retriever,0.600276,True,Labrador retriever,0.140798,True,seat belt,0.0873548,False
41,794983741416415232,2016-11-05 19:24:28 +0000,RT @dog_rates: This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,7.895308770133934e+17,4196983835,2016-10-21 18:16:44 +0000,12,Rizzy,,2617,9313,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,3,schipperke,0.363272,True,kelpie,0.197021,True,Norwegian elkhound,0.151024,True
42,794355576146903043,2016-11-04 01:48:22 +0000,RT @dog_rates: This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,7.887659149929021e+17,4196983835,2016-10-19 15:37:03 +0000,12,Butter,,3619,11330,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,1,cocker spaniel,0.500509,True,golden retriever,0.27273400000000003,True,jigsaw puzzle,0.041475800000000014,False
43,793614319594401792,2016-11-02 00:42:53 +0000,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,7.916723228476375e+17,4196983835,2016-10-27 16:06:04 +0000,13,None,,3078,10127,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,1,golden retriever,0.705092,True,Labrador retriever,0.219721,True,kuvasz,0.015965,True
44,791026214425268224,2016-10-25 21:18:40 +0000,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,7.638375655647805e+17,4196983835,2016-08-11 20:40:41 +0000,11,Alfie,,4556,11191,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,1,malamute,0.375098,True,jean,0.0693617,False,keeshond,0.0505276,True
45,790723298204217344,2016-10-25 01:14:59 +0000,RT @dog_rates: This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,7.899864660510884e+17,4196983835,2016-10-23 00:27:05 +0000,12,Happy,,3725,12672,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,1,tub,0.479477,False,bathtub,0.325106,False,golden retriever,0.07853049999999999,True
46,788070120937619456,2016-10-17 17:32:13 +0000,RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,7.610045478505308e+17,4196983835,2016-08-04 01:03:17 +0000,11,Bo,,3410,10115,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,1,golden retriever,0.735163,True,Sussex spaniel,0.064897,True,Labrador retriever,0.0477037,True
47,786036967502913536,2016-10-12 02:53:11 +0000,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,7.798343325968876e+17,4196983835,2016-09-25 00:06:08 +0000,11,Scout,,8879,21597,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,1,golden retriever,0.99383,True,cocker spaniel,0.00314271,True,Great Pyrenees,0.000917414,True
48,783347506784731136,2016-10-04 16:46:14 +0000,RT @dog_rates: This is Kenny. He just wants to be included in the happenings. 11/10 https://t.co/2S6oye3XqK,6.742918370630533e+17,4196983835,2015-12-08 18:17:56 +0000,11,Kenny,,1236,4293,https://pbs.twimg.com/media/CVuQ2LeUsAAIe3s.jpg,1,Cardigan,0.611525,True,Pembroke,0.368566,True,Chihuahua,0.00332957,True
49,782021823840026624,2016-10-01 00:58:26 +0000,RT @dog_rates: This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,7.076109487234785e+17,4196983835,2016-03-09 16:56:11 +0000,12,Harper,,3656,12955,https://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,1,golden retriever,0.383223,True,cocker spaniel,0.16593,True,Chesapeake Bay retriever,0.118199,True
50,780496263422808064,2016-09-26 19:56:24 +0000,RT @dog_rates: This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b,7.424231704734638e+17,4196983835,2016-06-13 18:27:32 +0000,12,Bell,,7983,21481,https://pbs.twimg.com/media/Ck2d7tJWUAEPTL3.jpg,1,pug,0.99731,True,Brabancon griffon,0.00118563,True,French bulldog,0.000427989,True
51,778396591732486144,2016-09-21 00:53:04 +0000,RT @dog_rates: This is an East African Chalupa Seal. We only rate dogs. Please only send in dogs. Thank you... 10/10 https://t.co/iHe6liLwWR,7.030419496500347e+17,4196983835,2016-02-26 02:20:37 +0000,10,None,,15072,0,https://pbs.twimg.com/media/CcG07BYW0AErrC9.jpg,1,hippopotamus,0.581403,False,doormat,0.152445,False,sea lion,0.0263643,False
52,777641927919427584,2016-09-18 22:54:18 +0000,RT @dog_rates: This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10 https://t.co/lprdOylVpS,7.50429297815552e+17,4196983835,2016-07-05 20:41:01 +0000,12,Arnie,,17993,0,https://pbs.twimg.com/media/CmoPdmHW8AAi8BI.jpg,1,golden retriever,0.964929,True,Labrador retriever,0.0115837,True,refrigerator,0.00749862,False
53,776819012571455488,2016-09-16 16:24:19 +0000,RT @dog_rates: Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,6.798284471878574e+17,4196983835,2015-12-24 00:58:27 +0000,13,None,pupper,5000,13817,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,3,Chihuahua,0.346545,True,dalmatian,0.166246,True,toy terrier,0.117502,True
54,775898661951791106,2016-09-14 03:27:11 +0000,"RT @dog_rates: Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",7.33109485275861e+17,4196983835,2016-05-19 01:38:16 +0000,12,None,pupper,1893,6830,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,1,golden retriever,0.945523,True,Labrador retriever,0.0423191,True,doormat,0.00395626,False
55,772615324260794368,2016-09-05 02:00:22 +0000,RT @dog_rates: This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10 https://t.co/eSvz4EapHH,7.652220986336911e+17,4196983835,2016-08-15 16:22:20 +0000,10,Gromit,,3197,9815,https://pbs.twimg.com/media/Cp6db4-XYAAMmqL.jpg,1,dalmatian,0.556595,True,whippet,0.151047,True,American Staffordshire terrier,0.0964355,True
56,771171053431250945,2016-09-01 02:21:21 +0000,RT @dog_rates: This is Frankie. He's wearing blush. 11/10 really accents the cheek bones https://t.co/iJABMhVidf,6.733201328113664e+17,4196983835,2015-12-06 01:56:44 +0000,11,Frankie,,10549,33577,https://pbs.twimg.com/media/CVgdFjNWEAAxmbq.jpg,3,Samoyed,0.978833,True,Pomeranian,0.012763,True,Eskimo dog,0.00185305,True
57,770093767776997377,2016-08-29 03:00:36 +0000,RT @dog_rates: This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,7.410673068187976e+17,4196983835,2016-06-10 00:39:48 +0000,12,just,pupper,3864,11633,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1,golden retriever,0.843799,True,Labrador retriever,0.0529559,True,kelpie,0.0357111,True
58,766078092750233600,2016-08-18 01:03:45 +0000,RT @dog_rates: This is Colby. He's currently regretting all those times he shook your hand for an extra treat. 12/10 https://t.co/vtVHtKFtBH,7.258422890467492e+17,4196983835,2016-04-29 00:21:01 +0000,12,Colby,,3287,0,https://pbs.twimg.com/media/ChK1tdBWwAQ1flD.jpg,1,toy poodle,0.420463,True,miniature poodle,0.13264,True,Chesapeake Bay retriever,0.121523,True
59,761750502866649088,2016-08-06 02:27:27 +0000,"RT @dog_rates: ""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw",6.853251128501248e+17,4196983835,2016-01-08 05:00:14 +0000,10,None,,1521,4497,https://pbs.twimg.com/media/CYLDikFWEAAIy1y.jpg,1,golden retriever,0.586937,True,Labrador retriever,0.39826,True,kuvasz,0.00540969,True
60,761371037149827077,2016-08-05 01:19:35 +0000,RT @dog_rates: Oh. My. God. 13/10 magical af https://t.co/Ezu6jQrKAZ,7.116947884295537e+17,4196983835,2016-03-20 23:23:54 +0000,13,None,,34,0,https://pbs.twimg.com/tweet_video_thumb/CeBym7oXEAEWbEg.jpg,1,brown bear,0.7132930000000001,False,Indian elephant,0.172844,False,water buffalo,0.0389022,False
61,759566828574212096,2016-07-31 01:50:18 +0000,RT @dog_rates: This... is a Tyrannosaurus rex. We only rate dogs. Please only send in dogs. Thank you ...10/10 https://t.co/zxw8d5g94P,7.395440793195889e+17,4196983835,2016-06-05 19:47:03 +0000,10,None,,2093,5530,https://pbs.twimg.com/media/CkNjahBXAAQ2kWo.jpg,1,Labrador retriever,0.967397,True,golden retriever,0.0166414,True,ice bear,0.0148576,False
62,759159934323924993,2016-07-29 22:53:27 +0000,"RT @dog_rates: AT DAWN...
WE RIDE

11/10 https://t.co/QnfO7HEQGA",6.703191306214359e+17,4196983835,2015-11-27 19:11:49 +0000,11,None,,8796,0,https://pbs.twimg.com/media/CU1zsMSUAAAS0qW.jpg,1,Irish terrier,0.254856,True,briard,0.227716,True,soft-coated wheaten terrier,0.223263,True
63,757729163776290825,2016-07-26 00:08:05 +0000,RT @dog_rates: This is Chompsky. He lives up to his name. 11/10 https://t.co/Xl37lQEWd0,6.790626142704681e+17,4196983835,2015-12-21 22:15:18 +0000,11,Chompsky,,18976,45437,https://pbs.twimg.com/media/CWyD2HGUYAQ1Xa7.jpg,2,cash machine,0.802333,False,schipperke,0.0455186,True,German shepherd,0.0233535,True
64,754874841593970688,2016-07-18 03:06:01 +0000,RT @dog_rates: This is Rubio. He has too much skin. 11/10 https://t.co/NLOHmlENag,6.791583739888763e+17,4196983835,2015-12-22 04:35:49 +0000,11,Rubio,,1055,4130,https://pbs.twimg.com/media/CWza7kpWcAAdYLc.jpg,1,pug,0.27220500000000003,True,bull mastiff,0.25153000000000003,True,bath towel,0.116806,False
